CustomerID,Age,Gender,Region,Occupation,NetworkType,ServiceProvider,PlanType,PlanCost,ContractLength,CallMinutesPerMonth,DataUsagePerMonth(GB),TextMessagesPerMonth,InternationalCallMinutes,ChurnStatus,CustomerSatisfaction,ComplaintsLodged,PromotionsAvailed,MonthlyCharges,TotalRevenue,PaymentMethod,DeviceType,NumberOfSIMs,RoamingStatus,LoyaltyProgramParticipation,ReferralProgramParticipation
8732,35,Female,Urban,Working Professional,5G,Jio,Prepaid,1120,0,565,24.29,173,60,No,3,Yes,No,2503,14302,Credit Card,Tablet,1,Yes,No,Yes
8733,61,Male,Rural,Unemployed,4G,Vodafone,Prepaid,1166,0,2701,35.16,447,1,No,3,No,No,4424,25857,Credit Card,Tablet,2,Yes,No,Yes
8734,42,Female,Rural,Working Professional,4G,Jio,Postpaid,960,6,909,39.95,208,27,No,3,Yes,Yes,2034,80259,Debit Card,Tablet,3,Yes,No,Yes
8735,26,Male,Urban,Working Professional,5G,Jio,Postpaid,157,24,2918,40.06,363,37,No,3,Yes,No,1949,62772,UPI,Tablet,1,Yes,No,Yes
8736,39,Male,Rural,Unemployed,4G,Airtel,Postpaid,825,6,2773,17.41,124,9,No,3,Yes,Yes,2038,69943,UPI,Tablet,3,No,Yes,Yes
8737,27,Female,Urban,Unemployed,4G,Vodafone,Postpaid,1594,24,1000,16.38,42,38,No,4,Yes,No,273,29956,Debit Card,Basic Phone,2,No,No,No
8738,58,Female,Rural,Student,5G,Jio,Prepaid,1913,12,2747,40.03,162,68,No,4,No,Yes,2356,52922,Net Banking,Smartphone,2,Yes,Yes,No
8739,24,Male,Urban,Unemployed,5G,Jio,Postpaid,568,12,2081,13.59,483,99,No,5,No,No,4686,69355,UPI,Smartphone,2,Yes,Yes,No
8740,33,Female,Urban,Student,5G,Vodafone,Postpaid,642,0,2247,2.86,310,75,No,4,No,Yes,4561,1440,UPI,Basic Phone,2,Yes,No,No
8741,35,Male,Urban,Unemployed,5G,Airtel,Prepaid,891,12,1347,35.81,330,37,No,3,Yes,No,3971,76942,Net Banking,Basic Phone,1,No,No,Yes
8742,21,Female,Urban,Unemployed,5G,Airtel,Postpaid,954,0,222,14.73,482,82,No,4,Yes,Yes,1627,32719,Net Banking,Basic Phone,3,Yes,No,No
8743,29,Male,Urban,Working Professional,5G,Jio,Prepaid,145,12,946,19.76,80,10,No,4,No,Yes,122,67836,UPI,Smartphone,2,Yes,Yes,No
8744,24,Male,Urban,Working Professional,4G,Vodafone,Prepaid,835,12,2903,36.35,323,15,No,3,Yes,Yes,4537,21830,Net Banking,Tablet,3,Yes,Yes,Yes
8745,35,Female,Urban,Unemployed,4G,Jio,Postpaid,607,12,248,42.03,267,1,No,4,No,No,1202,54620,Credit Card,Basic Phone,2,Yes,Yes,No
8746,43,Female,Rural,Working Professional,5G,Airtel,Prepaid,1173,12,2530,45.26,80,14,No,5,No,No,2615,97147,UPI,Tablet,1,Yes,No,No
8747,41,Male,Rural,Working Professional,4G,Airtel,Postpaid,812,0,2530,6.3,247,80,No,5,Yes,Yes,979,49668,Net Banking,Tablet,3,Yes,No,No
8748,21,Male,Urban,Student,5G,Jio,Postpaid,875,12,2766,28.69,344,42,No,5,No,Yes,3525,70486,UPI,Smartphone,2,Yes,No,No
8749,28,Male,Urban,Working Professional,4G,Jio,Postpaid,507,12,2046,14.36,207,29,Yes,1,Yes,Yes,1179,6150,Net Banking,Basic Phone,1,Yes,No,Yes
8750,64,Male,Rural,Working Professional,5G,Vodafone,Postpaid,1569,0,1260,36.68,85,0,No,5,Yes,Yes,2882,87138,UPI,Smartphone,2,No,Yes,Yes
8751,20,Male,Urban,Working Professional,5G,Airtel,Postpaid,1554,12,1655,27.06,413,98,No,3,Yes,No,3386,54589,Net Banking,Tablet,2,Yes,Yes,No
8752,31,Male,Urban,Working Professional,5G,Vodafone,Postpaid,618,12,1752,38.85,120,91,No,5,No,Yes,1861,86632,Net Banking,Smartphone,2,No,Yes,No
8753,56,Female,Rural,Housewife,4G,Vodafone,Prepaid,1652,12,2423,46.37,324,15,No,5,Yes,No,2059,6109,Credit Card,Tablet,2,Yes,Yes,No
8754,70,Female,Rural,Student,4G,Jio,Postpaid,1165,6,559,28.23,490,12,No,5,No,No,4015,59161,Credit Card,Smartphone,1,No,No,Yes
8755,64,Male,Rural,Working Professional,4G,Jio,Postpaid,584,6,527,6.28,174,31,No,5,Yes,Yes,109,68320,Net Banking,Basic Phone,2,Yes,No,No
8756,19,Female,Urban,Housewife,4G,Jio,Postpaid,707,0,2031,7.1,187,43,No,4,No,Yes,4097,61820,UPI,Tablet,1,No,No,No
8757,20,Female,Urban,Student,4G,Airtel,Postpaid,346,6,301,38.76,118,79,No,5,Yes,Yes,4879,60826,Net Banking,Tablet,2,Yes,No,No
8758,63,Female,Rural,Housewife,5G,Jio,Prepaid,140,0,2828,49.29,477,14,Yes,2,No,No,4439,65058,UPI,Basic Phone,2,Yes,Yes,Yes
8759,30,Male,Urban,Working Professional,4G,Jio,Postpaid,494,0,1922,41.66,348,92,No,3,No,No,4841,77688,UPI,Basic Phone,1,Yes,No,Yes
8760,32,Male,Urban,Student,5G,Airtel,Postpaid,359,24,1670,41.08,180,94,Yes,3,Yes,Yes,4164,32614,Debit Card,Smartphone,1,Yes,No,No
8761,55,Male,Rural,Working Professional,4G,Airtel,Prepaid,967,0,1410,20.77,428,49,No,3,No,Yes,286,19549,Credit Card,Smartphone,2,No,Yes,No
8762,70,Male,Rural,Unemployed,5G,Vodafone,Prepaid,1304,6,334,28.55,255,58,No,5,No,No,2014,16945,Debit Card,Basic Phone,1,Yes,No,No
8763,50,Female,Rural,Student,4G,Vodafone,Prepaid,335,24,287,10.77,38,67,Yes,1,Yes,No,816,30389,Credit Card,Smartphone,1,No,No,Yes
8764,19,Female,Urban,Student,5G,Jio,Prepaid,507,24,1121,9.68,126,52,No,4,No,Yes,4357,53502,Net Banking,Smartphone,1,Yes,Yes,Yes
8765,43,Female,Rural,Unemployed,4G,Airtel,Prepaid,746,6,887,18.81,121,51,Yes,1,Yes,No,1057,62775,UPI,Smartphone,3,No,Yes,Yes
8766,44,Female,Rural,Retired,4G,Jio,Prepaid,294,0,609,38.27,465,48,Yes,3,No,Yes,1106,91382,Debit Card,Basic Phone,3,No,No,No
8767,46,Female,Rural,Unemployed,4G,Jio,Prepaid,1297,24,2816,4.93,138,94,No,5,Yes,Yes,2002,72637,Credit Card,Tablet,3,No,No,Yes
8768,18,Male,Urban,Working Professional,4G,Jio,Postpaid,214,12,1184,35.81,92,37,No,3,Yes,Yes,2498,94697,Credit Card,Smartphone,1,Yes,No,No
8769,32,Male,Urban,Working Professional,5G,Jio,Postpaid,1050,0,2656,1.99,23,52,No,4,Yes,No,2664,11243,Net Banking,Smartphone,1,No,No,Yes
8770,54,Male,Rural,Working Professional,4G,Jio,Prepaid,1670,0,2597,6.19,322,7,No,4,Yes,No,2197,99082,Net Banking,Basic Phone,2,Yes,Yes,Yes
8771,59,Female,Rural,Working Professional,5G,Jio,Postpaid,495,12,1207,28.86,188,18,Yes,3,No,Yes,2097,70732,UPI,Smartphone,1,Yes,Yes,Yes
8772,26,Female,Urban,Working Professional,4G,Jio,Postpaid,205,12,1465,10.17,296,75,No,4,No,Yes,4409,6366,Net Banking,Basic Phone,1,No,Yes,No
8773,35,Male,Urban,Student,5G,Jio,Postpaid,1013,12,1412,4.47,68,74,No,4,Yes,No,2579,14255,UPI,Basic Phone,1,Yes,Yes,No
8774,69,Female,Rural,Housewife,4G,Jio,Prepaid,376,6,732,21.13,208,37,Yes,2,Yes,Yes,3120,7642,Credit Card,Smartphone,2,No,No,Yes
8775,43,Female,Rural,Working Professional,4G,Vodafone,Postpaid,726,0,774,4.75,277,78,Yes,2,No,No,4611,45421,Credit Card,Smartphone,3,No,Yes,Yes
8776,36,Male,Rural,Student,4G,Vodafone,Prepaid,843,12,2084,35.92,278,24,No,4,Yes,No,1796,74500,Credit Card,Smartphone,2,Yes,No,No
8777,30,Female,Urban,Unemployed,4G,Vodafone,Postpaid,1297,24,2531,41.02,470,36,No,5,No,Yes,2932,42493,Net Banking,Basic Phone,1,Yes,Yes,No
8778,30,Female,Urban,Working Professional,5G,Vodafone,Prepaid,509,0,1375,5.73,391,21,Yes,2,No,No,3117,93461,UPI,Basic Phone,2,No,No,Yes
8779,50,Male,Rural,Unemployed,4G,Airtel,Postpaid,591,12,799,36.15,298,58,No,4,Yes,Yes,2396,59912,UPI,Smartphone,1,Yes,No,No
8780,63,Female,Rural,Unemployed,4G,Jio,Prepaid,302,6,876,44.8,85,60,Yes,1,No,Yes,3103,93054,UPI,Smartphone,1,Yes,No,Yes
8781,61,Female,Rural,Working Professional,4G,Airtel,Postpaid,1860,6,2433,39.52,80,78,Yes,3,Yes,Yes,1945,65147,Net Banking,Tablet,3,Yes,No,Yes
8782,23,Male,Urban,Unemployed,4G,Jio,Postpaid,359,24,322,36.4,184,69,No,4,No,Yes,3308,99456,Debit Card,Tablet,1,No,No,Yes
8783,69,Male,Rural,Working Professional,4G,Jio,Postpaid,1772,6,669,44.71,341,61,No,3,No,No,242,14473,Net Banking,Basic Phone,1,No,No,Yes
8784,33,Female,Urban,Working Professional,4G,Jio,Prepaid,652,0,821,30.32,386,52,No,3,Yes,No,430,21440,UPI,Smartphone,2,Yes,Yes,Yes
8785,49,Male,Rural,Working Professional,4G,Vodafone,Prepaid,731,24,389,47.79,28,51,No,4,Yes,No,1080,63666,Credit Card,Basic Phone,3,No,No,No
8786,51,Female,Rural,Housewife,4G,Airtel,Postpaid,809,0,1783,33.19,356,96,No,3,Yes,Yes,170,23942,Debit Card,Basic Phone,3,Yes,Yes,Yes
8787,60,Female,Rural,Unemployed,4G,Vodafone,Postpaid,1286,24,2903,37.92,108,6,No,4,Yes,Yes,4440,11068,UPI,Tablet,2,Yes,Yes,Yes
8788,29,Female,Urban,Working Professional,5G,Jio,Postpaid,1078,6,1355,36.75,22,62,Yes,1,Yes,Yes,4259,96979,Net Banking,Tablet,3,No,No,No
8789,36,Female,Rural,Student,4G,Airtel,Prepaid,373,12,2293,31.79,428,30,Yes,2,Yes,Yes,2722,35700,UPI,Basic Phone,3,No,No,Yes
8790,36,Female,Rural,Student,5G,Airtel,Postpaid,191,0,2130,49.28,442,97,Yes,1,No,No,2803,87816,Debit Card,Basic Phone,2,Yes,No,Yes
8791,41,Male,Rural,Student,4G,Jio,Prepaid,1820,0,2439,19.74,115,69,No,3,No,Yes,4619,76881,UPI,Tablet,2,Yes,Yes,Yes
8792,49,Female,Rural,Unemployed,4G,Airtel,Prepaid,252,24,607,33.79,171,16,Yes,3,Yes,No,212,34021,Credit Card,Tablet,2,Yes,No,Yes
8793,69,Male,Rural,Student,4G,Airtel,Postpaid,1865,6,685,40.65,168,65,No,5,Yes,Yes,3522,2750,Net Banking,Smartphone,1,No,No,No
8794,70,Male,Rural,Working Professional,4G,Jio,Prepaid,1798,24,453,47.51,420,71,Yes,2,Yes,Yes,1381,79580,UPI,Tablet,1,Yes,Yes,Yes
8795,41,Female,Rural,Working Professional,4G,Airtel,Postpaid,1440,0,2606,28.16,217,2,Yes,1,No,Yes,1448,12211,Net Banking,Tablet,3,No,No,No
8796,68,Female,Rural,Working Professional,5G,Airtel,Postpaid,1691,24,2296,49.39,453,7,No,3,No,Yes,2279,36672,Net Banking,Smartphone,3,No,Yes,No
8797,39,Female,Rural,Housewife,4G,Airtel,Prepaid,1346,6,528,43.14,329,51,No,4,No,No,4482,4567,Net Banking,Tablet,2,No,Yes,No
8798,28,Male,Urban,Working Professional,5G,Airtel,Postpaid,1080,0,1825,39.74,55,95,No,3,Yes,Yes,4757,37198,UPI,Tablet,2,No,Yes,Yes
8799,44,Female,Rural,Housewife,4G,Airtel,Postpaid,1692,6,2965,5.39,297,77,No,4,Yes,No,1629,32688,Debit Card,Basic Phone,2,No,No,Yes
8800,29,Female,Urban,Working Professional,5G,Vodafone,Postpaid,1029,12,2872,6.84,336,81,No,5,Yes,No,4254,47700,Credit Card,Basic Phone,1,Yes,Yes,Yes
8801,22,Male,Urban,Working Professional,4G,Airtel,Prepaid,1612,6,2383,17.68,83,94,No,4,Yes,No,3042,25631,Net Banking,Basic Phone,2,No,Yes,No
8802,24,Female,Urban,Working Professional,4G,Jio,Prepaid,382,12,2815,44.53,79,22,No,5,No,Yes,2926,69589,Debit Card,Basic Phone,2,No,No,Yes
8803,30,Male,Urban,Student,5G,Airtel,Prepaid,1807,12,1211,1.23,31,9,Yes,3,No,No,1914,84339,Debit Card,Tablet,3,No,Yes,No
8804,53,Female,Rural,Housewife,4G,Vodafone,Prepaid,1479,6,944,32.07,61,82,No,5,No,No,4638,25320,Credit Card,Basic Phone,1,No,No,No
8805,61,Female,Rural,Working Professional,4G,Jio,Prepaid,186,24,1338,7.99,314,86,Yes,2,Yes,Yes,188,83774,Net Banking,Smartphone,2,No,No,Yes
8806,22,Male,Urban,Student,5G,Airtel,Postpaid,223,0,2621,41.74,437,73,Yes,1,No,No,4788,24157,Net Banking,Basic Phone,3,No,Yes,Yes
8807,60,Male,Rural,Working Professional,4G,Airtel,Postpaid,195,24,1781,33.48,160,62,Yes,3,No,No,3873,78235,Net Banking,Smartphone,3,No,Yes,No
8808,56,Female,Rural,Unemployed,4G,Jio,Prepaid,1379,12,458,14.43,371,34,No,5,No,No,768,75878,Credit Card,Tablet,1,Yes,No,No
8809,68,Male,Rural,Retired,5G,Vodafone,Prepaid,202,24,457,39.82,405,61,Yes,3,Yes,Yes,934,80092,Net Banking,Smartphone,2,No,Yes,Yes
8810,29,Male,Urban,Student,4G,Airtel,Prepaid,802,12,1451,32.48,432,5,No,3,Yes,No,3193,6025,Debit Card,Basic Phone,1,Yes,Yes,Yes
8811,37,Male,Rural,Student,4G,Jio,Postpaid,607,0,1225,44.67,232,49,No,5,No,No,4472,4568,Credit Card,Basic Phone,1,No,Yes,No
8812,41,Male,Rural,Working Professional,4G,Vodafone,Prepaid,1119,0,402,9.13,110,28,No,5,Yes,No,582,40906,Credit Card,Tablet,3,No,No,No
8813,45,Male,Rural,Student,4G,Vodafone,Postpaid,1118,6,349,17.16,24,11,No,4,No,No,3865,66863,Net Banking,Basic Phone,1,Yes,Yes,Yes
8814,47,Male,Rural,Working Professional,5G,Vodafone,Postpaid,1292,6,2356,22.86,392,52,No,5,Yes,Yes,1871,87871,UPI,Tablet,2,Yes,Yes,No
8815,22,Male,Urban,Unemployed,5G,Jio,Prepaid,810,24,2380,28.3,150,5,Yes,3,Yes,No,3836,15931,Credit Card,Smartphone,3,Yes,No,Yes
8816,32,Female,Urban,Working Professional,5G,Airtel,Prepaid,1080,6,1109,1.98,324,76,No,4,No,Yes,3264,6539,UPI,Basic Phone,3,Yes,Yes,Yes
8817,30,Male,Urban,Working Professional,5G,Vodafone,Postpaid,880,12,255,14.24,63,41,No,5,Yes,No,1073,91301,Debit Card,Tablet,1,No,No,Yes
8818,25,Male,Urban,Working Professional,5G,Jio,Prepaid,1355,0,2987,39.02,281,74,No,3,Yes,Yes,2585,92049,Net Banking,Smartphone,3,No,Yes,Yes
8819,57,Male,Rural,Working Professional,4G,Airtel,Postpaid,894,0,400,22.29,288,62,No,4,No,Yes,4216,3340,Credit Card,Tablet,2,Yes,Yes,Yes
8820,46,Male,Rural,Working Professional,4G,Airtel,Postpaid,582,0,2814,40.47,249,8,Yes,2,No,No,1104,8383,Credit Card,Basic Phone,2,No,No,No
8821,29,Female,Urban,Housewife,4G,Vodafone,Postpaid,1869,0,1761,15.49,430,46,No,3,No,No,101,89248,Debit Card,Smartphone,3,Yes,No,Yes
8822,59,Female,Rural,Working Professional,4G,Vodafone,Prepaid,100,12,1108,41.36,428,27,Yes,1,Yes,No,2373,39926,Net Banking,Smartphone,1,No,No,No
8823,22,Female,Urban,Housewife,5G,Jio,Postpaid,1807,6,2956,20.1,58,90,Yes,3,Yes,Yes,3919,30414,Net Banking,Basic Phone,2,No,No,No
8824,19,Female,Urban,Student,5G,Vodafone,Postpaid,248,6,874,4.37,136,1,No,4,Yes,Yes,185,1718,Credit Card,Tablet,3,No,No,No
8825,63,Female,Rural,Working Professional,4G,Vodafone,Prepaid,939,6,1252,19.16,425,83,Yes,1,Yes,Yes,721,84850,Credit Card,Smartphone,3,No,No,No
8826,38,Female,Rural,Working Professional,4G,Airtel,Postpaid,953,0,2210,41.24,303,73,Yes,1,No,Yes,4171,53058,UPI,Basic Phone,2,No,Yes,Yes
8827,70,Male,Rural,Working Professional,5G,Airtel,Prepaid,1065,24,2164,16.86,320,56,No,3,Yes,No,4426,40164,UPI,Tablet,2,Yes,No,Yes
8828,26,Female,Urban,Working Professional,5G,Airtel,Prepaid,1358,12,312,42.38,213,47,No,3,Yes,Yes,2191,65137,Net Banking,Smartphone,3,No,No,No
8829,29,Female,Urban,Working Professional,4G,Vodafone,Prepaid,1521,24,1753,41.29,189,7,No,4,No,No,4558,89929,Net Banking,Smartphone,3,No,Yes,No
8830,28,Female,Urban,Student,5G,Airtel,Postpaid,1233,24,2108,14.27,28,46,Yes,2,Yes,Yes,4452,54898,Net Banking,Tablet,1,Yes,No,No
8831,38,Female,Rural,Housewife,4G,Airtel,Prepaid,1116,12,2686,41.93,92,32,No,4,Yes,Yes,3636,24655,Net Banking,Tablet,3,No,No,Yes
8832,43,Female,Rural,Retired,4G,Airtel,Prepaid,1905,12,2502,48.45,333,61,No,3,Yes,No,4181,38319,Credit Card,Tablet,3,No,Yes,No
8833,30,Female,Urban,Retired,5G,Jio,Postpaid,1564,6,1098,41.24,463,48,No,5,Yes,Yes,4082,80752,UPI,Basic Phone,3,No,Yes,Yes
8834,18,Male,Urban,Working Professional,4G,Vodafone,Prepaid,427,24,2961,32.31,366,3,Yes,3,No,Yes,1251,68574,Net Banking,Basic Phone,2,Yes,No,No
8835,44,Female,Rural,Working Professional,4G,Airtel,Postpaid,900,12,195,13.14,411,42,Yes,1,Yes,Yes,1624,99644,Debit Card,Basic Phone,2,Yes,No,Yes
8836,27,Female,Urban,Unemployed,5G,Airtel,Postpaid,1152,0,1891,15.2,201,95,No,4,Yes,No,2744,90898,Net Banking,Basic Phone,2,Yes,Yes,Yes
8837,57,Female,Rural,Student,4G,Vodafone,Prepaid,1524,12,2931,27.24,123,84,Yes,1,No,Yes,4741,52109,UPI,Tablet,3,Yes,No,Yes
8838,65,Female,Rural,Working Professional,4G,Jio,Prepaid,1053,12,1186,37.1,312,69,No,4,No,No,3706,85419,Credit Card,Basic Phone,2,No,No,No
8839,32,Male,Urban,Unemployed,5G,Airtel,Postpaid,1208,12,111,22.71,405,14,Yes,2,Yes,Yes,4823,80911,Net Banking,Tablet,3,Yes,Yes,No
8840,29,Male,Urban,Student,5G,Vodafone,Postpaid,257,0,1274,13.75,173,12,No,4,No,Yes,1451,44515,Net Banking,Tablet,1,No,No,Yes
8841,33,Female,Urban,Unemployed,5G,Jio,Prepaid,742,6,1119,18.59,192,2,No,5,No,Yes,3563,16953,UPI,Smartphone,1,No,No,Yes
8842,23,Male,Urban,Working Professional,4G,Airtel,Postpaid,884,6,392,13.48,301,65,No,4,No,Yes,880,72701,UPI,Tablet,1,Yes,Yes,No
8843,23,Female,Urban,Working Professional,4G,Jio,Postpaid,1489,12,270,28.41,87,61,No,3,No,No,3146,65199,Debit Card,Smartphone,2,Yes,No,Yes
8844,47,Female,Rural,Housewife,4G,Airtel,Prepaid,1503,12,2323,6.17,238,25,No,4,Yes,Yes,2990,14193,Credit Card,Smartphone,3,Yes,No,Yes
8845,21,Male,Urban,Working Professional,5G,Jio,Postpaid,713,0,1859,20.6,459,5,No,3,Yes,No,4496,47402,Debit Card,Tablet,1,No,Yes,No
8846,21,Female,Urban,Retired,5G,Jio,Postpaid,623,24,2186,2.05,180,56,No,3,No,Yes,486,81231,Debit Card,Basic Phone,3,Yes,No,No
8847,19,Female,Urban,Unemployed,5G,Airtel,Postpaid,1722,24,2143,26.81,401,83,No,4,Yes,No,4611,84957,Debit Card,Tablet,1,Yes,Yes,Yes
8848,38,Female,Rural,Unemployed,4G,Jio,Prepaid,1875,6,1596,13.94,63,15,No,5,Yes,No,436,98794,UPI,Basic Phone,1,Yes,Yes,Yes
8849,38,Female,Rural,Working Professional,4G,Jio,Prepaid,149,6,2267,3.71,258,34,Yes,1,No,No,2988,94204,Net Banking,Basic Phone,3,No,No,Yes
8850,37,Female,Rural,Unemployed,4G,Vodafone,Prepaid,164,12,511,27.42,148,98,Yes,2,No,No,2597,91612,Debit Card,Smartphone,2,Yes,Yes,No
8851,58,Female,Rural,Retired,4G,Vodafone,Prepaid,1234,6,899,3.88,367,31,Yes,3,Yes,Yes,2406,49068,Debit Card,Smartphone,3,No,Yes,Yes
8852,46,Male,Rural,Working Professional,4G,Airtel,Prepaid,1314,24,97,24.74,240,99,No,5,Yes,No,2847,1767,Credit Card,Smartphone,2,Yes,No,Yes
8853,60,Male,Rural,Unemployed,4G,Airtel,Postpaid,976,24,2830,16.35,199,63,No,4,No,Yes,1389,52013,UPI,Tablet,3,No,Yes,Yes
8854,30,Male,Urban,Student,4G,Airtel,Prepaid,1317,24,1358,27.78,6,77,No,4,Yes,Yes,636,77381,Debit Card,Smartphone,2,Yes,Yes,Yes
8855,27,Female,Urban,Housewife,5G,Airtel,Postpaid,1910,0,1524,43.85,316,61,No,3,Yes,Yes,164,35509,Credit Card,Tablet,3,Yes,No,No
8856,29,Female,Urban,Working Professional,5G,Airtel,Prepaid,1238,12,1225,42.91,137,5,No,3,Yes,Yes,1342,71870,UPI,Basic Phone,3,Yes,No,No
8857,30,Female,Urban,Student,5G,Jio,Prepaid,856,6,2303,14.51,292,80,No,4,No,No,4254,63798,Debit Card,Smartphone,1,No,Yes,Yes
8858,24,Female,Urban,Retired,5G,Airtel,Postpaid,300,12,1866,45.77,261,76,Yes,1,No,Yes,3149,90533,Net Banking,Basic Phone,2,No,Yes,No
8859,51,Female,Rural,Unemployed,4G,Airtel,Prepaid,727,24,2773,32.58,67,58,No,5,No,No,1631,3099,UPI,Basic Phone,1,Yes,No,Yes
8860,21,Female,Urban,Working Professional,4G,Vodafone,Prepaid,907,0,65,34.02,284,6,No,5,No,No,3716,72864,UPI,Tablet,2,No,Yes,No
8861,63,Female,Rural,Unemployed,5G,Airtel,Prepaid,290,12,339,34.59,328,12,Yes,3,No,No,4537,69173,Debit Card,Basic Phone,1,No,Yes,No
8862,20,Female,Urban,Working Professional,5G,Airtel,Prepaid,1967,0,763,47.12,312,48,No,4,Yes,Yes,1898,24603,Net Banking,Basic Phone,1,No,Yes,Yes
8863,31,Female,Urban,Student,4G,Airtel,Postpaid,971,0,1607,16.32,448,68,No,4,Yes,Yes,1351,68586,UPI,Smartphone,2,No,Yes,No
8864,26,Male,Urban,Working Professional,4G,Airtel,Prepaid,1422,12,1159,9.16,390,8,No,4,Yes,Yes,1109,72872,Net Banking,Basic Phone,3,No,No,Yes
8865,33,Male,Urban,Student,5G,Vodafone,Prepaid,468,6,2078,22.12,446,27,Yes,1,No,No,4889,50728,Credit Card,Tablet,3,No,No,Yes
8866,22,Female,Urban,Unemployed,4G,Airtel,Prepaid,360,12,1350,24.49,43,77,No,4,Yes,No,1433,46118,Credit Card,Smartphone,1,Yes,No,Yes
8867,27,Female,Urban,Unemployed,5G,Vodafone,Postpaid,1459,12,559,16.97,464,70,Yes,1,No,No,2495,83866,Net Banking,Tablet,3,Yes,Yes,Yes
8868,39,Female,Rural,Housewife,4G,Jio,Prepaid,1728,0,2701,24.92,301,63,No,5,No,No,111,44288,UPI,Tablet,3,Yes,No,Yes
8869,42,Female,Rural,Retired,4G,Vodafone,Prepaid,1321,12,2860,31.03,391,62,Yes,2,Yes,Yes,3084,60843,Net Banking,Smartphone,3,Yes,Yes,No
8870,66,Female,Rural,Working Professional,4G,Vodafone,Prepaid,215,6,56,25.92,278,71,Yes,2,Yes,Yes,4299,13065,Debit Card,Smartphone,1,Yes,Yes,No
8871,27,Male,Urban,Working Professional,4G,Jio,Postpaid,1796,0,2479,21.83,91,28,No,3,Yes,Yes,3397,59932,UPI,Tablet,2,No,Yes,No
8872,40,Female,Rural,Working Professional,4G,Airtel,Postpaid,472,12,1472,1.1,14,37,Yes,2,Yes,Yes,522,1486,UPI,Smartphone,2,No,Yes,No
8873,25,Male,Urban,Working Professional,5G,Airtel,Postpaid,1833,6,696,25.29,456,91,No,3,Yes,Yes,911,12052,Net Banking,Basic Phone,1,Yes,No,Yes
8874,60,Male,Rural,Student,4G,Vodafone,Postpaid,1098,12,2662,3.18,242,50,No,5,No,No,4109,20565,Debit Card,Basic Phone,3,No,Yes,No
8875,54,Female,Rural,Student,5G,Vodafone,Prepaid,1332,6,2747,9.34,473,22,No,3,Yes,Yes,2408,1506,Credit Card,Basic Phone,1,No,Yes,No
8876,68,Female,Rural,Working Professional,5G,Vodafone,Postpaid,1093,6,2492,22.19,51,14,No,5,Yes,Yes,311,66224,Debit Card,Basic Phone,2,No,Yes,No
8877,19,Female,Urban,Student,4G,Jio,Postpaid,321,6,1956,8.83,301,47,No,5,Yes,No,3589,25662,Credit Card,Tablet,1,Yes,No,No
8878,30,Male,Urban,Unemployed,4G,Jio,Prepaid,1514,6,1293,39.62,256,82,No,3,Yes,No,1421,40505,Net Banking,Tablet,3,Yes,No,Yes
8879,34,Female,Urban,Working Professional,5G,Airtel,Postpaid,1152,6,1419,32.77,164,96,Yes,2,No,No,1142,48860,UPI,Smartphone,3,Yes,No,No
8880,20,Female,Urban,Working Professional,5G,Airtel,Postpaid,1628,12,1633,23.01,462,14,No,3,Yes,No,3539,73304,Debit Card,Smartphone,3,Yes,No,Yes
8881,23,Female,Urban,Housewife,5G,Vodafone,Postpaid,1512,6,1026,38.72,417,25,No,5,No,No,4305,22102,Debit Card,Tablet,1,Yes,Yes,No
8882,37,Male,Rural,Student,4G,Vodafone,Prepaid,1568,0,651,7.26,170,56,Yes,1,No,Yes,4344,61174,Debit Card,Basic Phone,2,No,No,No
8883,59,Male,Rural,Working Professional,4G,Airtel,Postpaid,776,24,2204,27.69,103,19,No,3,Yes,No,2890,49573,Debit Card,Tablet,3,No,Yes,No
8884,63,Female,Rural,Working Professional,4G,Jio,Prepaid,1493,0,2095,13.92,389,14,No,3,Yes,No,3129,19273,Debit Card,Tablet,1,Yes,Yes,Yes
8885,60,Male,Rural,Retired,4G,Jio,Prepaid,1048,0,771,7.39,288,86,No,5,No,No,700,25150,Credit Card,Tablet,2,Yes,Yes,No
8886,30,Female,Urban,Housewife,5G,Jio,Postpaid,653,12,2455,14.8,330,75,No,5,Yes,Yes,4452,85330,Net Banking,Smartphone,1,No,No,Yes
8887,30,Male,Urban,Unemployed,4G,Vodafone,Prepaid,309,24,1631,2.42,399,86,No,4,No,Yes,1413,57533,Net Banking,Basic Phone,3,Yes,No,No
8888,22,Male,Urban,Working Professional,5G,Jio,Postpaid,1684,6,1134,1.65,308,48,Yes,3,No,No,976,77932,Debit Card,Basic Phone,2,No,No,Yes
8889,68,Male,Rural,Working Professional,4G,Airtel,Prepaid,1455,6,308,4.58,99,56,Yes,1,No,Yes,2517,5364,Credit Card,Tablet,1,No,Yes,No
8890,24,Female,Urban,Working Professional,5G,Vodafone,Postpaid,324,0,642,7.36,318,19,No,4,No,Yes,1172,85957,Debit Card,Basic Phone,1,No,Yes,Yes
8891,28,Female,Urban,Working Professional,5G,Jio,Postpaid,931,6,2285,24.33,166,3,No,3,No,Yes,810,96092,Debit Card,Smartphone,3,No,Yes,No
8892,45,Male,Rural,Student,4G,Jio,Prepaid,435,24,1105,12.92,253,27,Yes,1,Yes,Yes,3855,29743,Net Banking,Basic Phone,2,No,No,No
